8300000 -0.996335 -2.165325 0.338655 0.523140  3 500.000000
8400000 -0.914457 -2.275871 0.338314 0.523184  5 45.000000
8500000 -0.660880 -2.201976 0.337958 0.522729  3 500.000000
8600000 -0.779251 -2.597528 0.337779 0.522888  4 125.000000
8700000 -0.782134 -1.926249 0.337206 0.522276  3 500.000000
8800000 -1.102099 -4.488195 0.336488 0.521342  7 6.000000
8900000 -0.893072 -2.708731 0.334984 0.518852  5 45.000000
9000000 -1.124071 -3.363074 0.334343 0.517764  5 45.000000
9100000 -1.117028 -4.778014 0.333678 0.516854  7 6.000000
9200000 -0.662884 -2.341573 0.333062 0.516019  3 500.000000
9300000 -0.902039 -2.794358 0.332467 0.515260  4 125.000000
9400000 -0.976481 -2.636301 0.332259 0.515032  4 125.000000
9500000 -0.643060 0.000000 0.332120 0.515049  0 1.000000
9600000 -0.374234 0.000000 0.333026 0.516560  0 1.000000
9700000 -0.695848 0.000000 0.333850 0.517773  0 1.000000
9800000 -0.426228 0.000000 0.334618 0.518711  0 1.000000
9900000 -0.675596 0.000000 0.335405 0.519861  0 1.000000
10000000 -0.889057 0.000000 0.336106 0.520601  0 1.000000
10100000 -0.276198 -0.694255 0.336723 0.521474  0 1.000000
10200000 -0.504553 0.000000 0.337464 0.522557  0 1.000000
10300000 -0.781284 -0.577226 0.338174 0.523422  0 1.000000
10400000 -0.574233 0.000000 0.338840 0.524292  0 1.000000
10500000 -0.689979 0.000000 0.339574 0.525492  0 1.000000
10600000 -0.514420 0.000000 0.340237 0.526462  0 1.000000
10700000 -0.389338 0.000000 0.340925 0.527480  0 1.000000
10800000 -0.631574 0.000000 0.341596 0.528449  0 1.000000
10900000 -0.683101 -0.810752 0.342211 0.529372  0 1.000000
11000000 -0.795096 0.000000 0.342888 0.530638  0 1.000000
11100000 -0.820685 0.000000 0.343502 0.531405  0 1.000000
11200000 -0.718858 0.000000 0.344144 0.532523  0 1.000000
11300000 -0.483411 0.000000 0.344791 0.533492  0 1.000000
11400000 -0.935792 0.000000 0.345402 0.534418  0 1.000000
11500000 -0.649615 0.000000 0.345973 0.535178  0 1.000000
11600000 -0.707667 0.000000 0.346521 0.535782  0 1.000000
11700000 -0.575619 0.000000 0.347097 0.536636  0 1.000000
11800000 -0.542748 0.000000 0.347631 0.537315  0 1.000000
11900000 -0.537873 0.000000 0.348100 0.537786  0 1.000000
12000000 -0.887611 -0.772824 0.348568 0.538489  2 1500.000000
12100000 -0.839384 -1.411100 0.348344 0.538234  2 1500.000000
12200000 -0.972225 -1.888121 0.348015 0.538070  3 500.000000
12300000 -0.966639 -2.623091 0.347692 0.537603  4 125.000000
12400000 -0.774781 -1.134572 0.347104 0.536553  2 1500.000000
12500000 -0.791763 -1.396285 0.346845 0.536142  2 1500.000000
12600000 -0.940557 -2.201182 0.346517 0.535667  4 125.000000
12700000 -0.841547 -0.336392 0.345996 0.534838  1 6000.000000
12800000 -0.908765 -2.339786 0.345759 0.534752  4 125.000000
12900000 -0.765226 -2.355028 0.345458 0.534424  4 125.000000
13000000 -0.848709 -2.814599 0.345106 0.534258  5 45.000000
13100000 -0.693826 -0.522104 0.344899 0.534171  1 6000.000000
13200000 -0.748836 -0.690365 0.344742 0.534075  1 6000.000000
13300000 -0.734967 -2.728918 0.344431 0.533702  4 125.000000
13400000 -1.155836 -3.890834 0.344286 0.533714  5 45.000000
13500000 -1.178331 -4.994978 0.343836 0.533034  8 2.000000
13600000 -0.959285 -2.822117 0.342593 0.531214  4 125.000000
13700000 -0.871359 -1.856835 0.342390 0.531171  3 500.000000
13800000 -1.017333 -3.105429 0.342141 0.531014  4 125.000000
13900000 -0.756185 -0.829036 0.341818 0.530617  1 6000.000000
14000000 -0.961597 -3.547204 0.341588 0.530219  5 45.000000
14100000 -0.732699 -1.727195 0.341084 0.529434  3 500.000000
14200000 -0.659264 -1.176984 0.340762 0.529049  2 1500.000000
14300000 -1.434699 -6.000350 0.340496 0.528802 10 1.000000
14400000 -1.397173 -6.537604 0.339036 0.526746 10 1.000000
14500000 -0.935361 -2.539680 0.338392 0.525770  4 125.000000
14600000 -0.694801 -1.867587 0.337768 0.524806  3 500.000000
14700000 -1.043316 -3.007034 0.337209 0.523923  5 45.000000
14800000 -1.256023 -5.134021 0.335858 0.522060  8 2.000000
14900000 -1.139098 -4.790576 0.334593 0.520252  7 6.000000
15000000 -1.109607 -3.029696 0.334269 0.519789  5 45.000000
15100000 -0.845154 -1.138010 0.333787 0.518982  2 1500.000000
15200000 -0.894403 -2.590742 0.333518 0.518729  4 125.000000
15300000 -1.093474 -4.158905 0.333086 0.518067  7 6.000000
15400000 -0.838012 -2.665549 0.332226 0.516759  4 125.000000
15500000 -0.475116 -0.841085 0.332012 0.516545  1 6000.000000
15600000 -0.937434 -3.156812 0.331977 0.516645  4 125.000000
15700000 -1.015357 -2.161010 0.331726 0.516317  3 500.000000
15800000 -0.887087 -2.686723 0.331499 0.515981  4 125.000000
15900000 -0.830120 -1.468314 0.331322 0.515713  2 1500.000000
16000000 -0.865482 -2.349903 0.331024 0.515301  3 500.000000
16100000 -0.876880 -2.026163 0.330912 0.515203  3 500.000000
16200000 -0.945863 -1.673433 0.330707 0.514862  3 500.000000
16300000 -0.752797 -0.764301 0.330541 0.514549  1 6000.000000
16400000 -0.922096 -0.810299 0.330488 0.514388  2 1500.000000
16500000 -0.857765 -1.774604 0.330226 0.513967  3 500.000000
16600000 -0.776576 -1.760809 0.329974 0.513542  2 1500.000000
16700000 -0.709884 -1.345705 0.329717 0.513236  2 1500.000000
16800000 -0.563578 -1.012109 0.329571 0.513020  2 1500.000000
16900000 -0.691533 -1.346524 0.329345 0.512799  2 1500.000000
17000000 -0.933264 -2.394123 0.329148 0.512540  4 125.000000
17100000 -0.954170 -3.233591 0.328956 0.512169  5 45.000000
17200000 -0.804778 -1.979748 0.328805 0.512125  3 500.000000
17300000 -0.879503 -1.670883 0.328590 0.511711  4 125.000000
17400000 -0.755363 -1.480880 0.328341 0.511271  3 500.000000
17500000 -1.332470 -6.219833 0.327469 0.510020 10 1.000000
17600000 -1.200041 -4.643587 0.326351 0.508453  9 1.000000
17700000 -0.719680 -1.380765 0.325896 0.507673  2 1500.000000
17800000 -1.027183 -3.020976 0.325731 0.507450  5 45.000000
17900000 -0.881236 -1.878533 0.325244 0.506718  3 500.000000
18000000 -1.253522 -5.035266 0.324678 0.505912  9 1.000000
18100000 -1.009667 -2.847134 0.324301 0.505299  5 45.000000
18200000 -1.246198 -5.404841 0.323271 0.503844  8 2.000000
18300000 -1.286554 -6.007681 0.322239 0.502404 10 1.000000
18400000 -1.240848 -6.314070 0.321325 0.501073  9 1.000000
18500000 -1.046662 -1.982916 0.320836 0.500342  3 500.000000
18600000 -0.729915 -0.719269 0.320654 0.500097  1 6000.000000
18700000 -0.999132 -3.156697 0.320526 0.500010  5 45.000000
18800000 -0.930043 -3.621772 0.320315 0.499593  4 125.000000
18900000 -0.791065 -1.872332 0.320356 0.499716  3 500.000000
19000000 -1.020767 -2.822161 0.320192 0.499511  4 125.000000
19100000 -0.893454 -1.548020 0.319983 0.499180  3 500.000000
19200000 -0.796889 -3.100488 0.319918 0.499090  4 125.000000
19300000 -0.697555 -1.096884 0.319757 0.498836  2 1500.000000
19400000 -0.713851 -0.817795 0.319651 0.498894  1 6000.000000
19500000 -0.566280 -0.714419 0.319501 0.498754  1 6000.000000
19600000 -0.988211 -2.537534 0.319490 0.498983  4 125.000000
19700000 -0.986346 -2.037147 0.319381 0.498827  3 500.000000
19800000 -0.760705 -2.415118 0.319303 0.498786  4 125.000000
19900000 -0.928789 -3.066515 0.319186 0.498626  4 125.000000
20000000 -0.690069 -0.770943 0.319002 0.498320  1 6000.000000
20100000 -0.988620 -3.630475 0.318942 0.498198  5 45.000000
20200000 -0.986351 -1.891337 0.318844 0.498074  3 500.000000
20300000 -0.866701 -1.487327 0.318708 0.497912  2 1500.000000
20400000 -1.016108 -1.673928 0.318590 0.497742  3 500.000000
20500000 -1.020106 -1.865378 0.318555 0.497694  3 500.000000
20600000 -0.921386 -3.483502 0.317939 0.496677  5 45.000000
20700000 -0.978550 -2.285003 0.317826 0.496622  3 500.000000
20800000 -0.900495 -3.787645 0.317868 0.496815  6 15.000000
20900000 -0.675647 -0.691685 0.317704 0.496649  1 6000.000000
21000000 -1.285497 -4.771052 0.317563 0.496462  6 15.000000
21100000 -1.352339 -5.692300 0.316818 0.495300  9 1.000000
21200000 -0.937323 -2.035269 0.316441 0.494708  3 500.000000
21300000 -0.949544 -1.542389 0.316316 0.494517  2 1500.000000
21400000 -0.975914 -1.862144 0.316168 0.494336  3 500.000000
21500000 -0.832995 -2.758135 0.316002 0.494177  4 125.000000
21600000 -0.988742 -3.012221 0.315846 0.493869  5 45.000000
21700000 -0.806399 -1.134364 0.315629 0.493546  2 1500.000000
21800000 -0.840649 -1.853568 0.315430 0.493212  3 500.000000
21900000 -0.809385 -1.531163 0.315454 0.493199  4 125.000000
22000000 -1.063213 -2.725973 0.315267 0.492840  4 125.000000
22100000 -0.843015 -3.015313 0.315148 0.492647  5 45.000000
22200000 -0.760220 -1.708741 0.314948 0.492455  3 500.000000
22300000 -1.044106 -2.857719 0.314833 0.492285  5 45.000000
22400000 -0.820580 -2.838048 0.314798 0.492317  4 125.000000
22500000 -0.800306 -2.274477 0.314630 0.491979  4 125.000000
22600000 -0.821587 -1.220911 0.314533 0.491903  2 1500.000000
22700000 -0.864864 -0.879763 0.314488 0.491804  2 1500.000000
22800000 -0.885009 -2.318209 0.314389 0.491762  3 500.000000
22900000 -0.873653 -2.640998 0.314196 0.491444  4 125.000000
23000000 -1.059409 -3.438133 0.314098 0.491258  5 45.000000
23100000 -0.647324 -2.163444 0.313931 0.491070  3 500.000000
23200000 -0.925667 -2.847410 0.313711 0.490711  5 45.000000
23300000 -0.862918 -1.646705 0.313561 0.490396  3 500.000000
23400000 -0.992873 -3.931127 0.313317 0.490068  6 15.000000
23500000 -0.892756 -1.828964 0.313153 0.489830  3 500.000000
23600000 -1.026113 -2.580711 0.313060 0.489713  4 125.000000
23700000 -0.691051 -1.544465 0.312961 0.489602  2 1500.000000
23800000 -0.915465 -2.589511 0.312916 0.489573  5 45.000000
23900000 -0.871266 -1.958641 0.312828 0.489419  3 500.000000
24000000 -1.002733 -3.925578 0.312673 0.489247  6 15.000000
24100000 -0.936270 -2.048728 0.312152 0.488533  3 500.000000
24200000 -0.932400 -3.082798 0.312072 0.488456  5 45.000000
24300000 -0.889719 -1.520477 0.312103 0.488615  3 500.000000
24400000 -0.914879 -3.195632 0.312029 0.488472  5 45.000000
24500000 -0.899977 -1.880688 0.311901 0.488309  3 500.000000
24600000 -0.983827 -1.771340 0.311844 0.488244  3 500.000000
24700000 -0.522158 -0.439782 0.311793 0.488220  1 6000.000000
24800000 -0.798087 -1.998711 0.311717 0.488067  3 500.000000
24900000 -0.933431 -2.245357 0.311618 0.487913  4 125.000000
25000000 -0.808885 -1.310778 0.311559 0.487826  2 1500.000000
25100000 -0.450179 -0.700808 0.311680 0.488075  1 6000.000000
25200000 -0.825120 -1.492764 0.311749 0.488241  2 1500.000000
25300000 -1.182499 -2.739159 0.311679 0.488108  4 125.000000
25400000 -0.921219 -2.866408 0.311534 0.487832  5 45.000000
25500000 -0.656186 -1.494147 0.311603 0.487927  2 1500.000000
25600000 -1.047094 -1.779112 0.311649 0.488030  3 500.000000
25700000 -1.282432 -6.462230 0.311055 0.487189  9 1.000000
25800000 -1.322416 -5.351679 0.310358 0.486215 10 1.000000
25900000 -1.182340 -5.693362 0.309736 0.485344  9 1.000000
26000000 -1.255069 -5.223936 0.309188 0.484509  9 1.000000
26100000 -1.253986 -5.853146 0.308515 0.483575  8 2.000000
26200000 -1.339051 -6.235384 0.308156 0.483062  8 2.000000
26300000 -0.883334 -2.237912 0.307947 0.482806  1 6000.000000
26400000 -0.911012 -2.066641 0.307991 0.482903  4 125.000000
26500000 -1.053714 -2.290057 0.307895 0.482646  4 125.000000
26600000 -0.591738 -0.566657 0.307787 0.482444  1 6000.000000
26700000 -0.577040 -1.687676 0.307760 0.482505  3 500.000000
26800000 -0.744702 -1.335898 0.307738 0.482571  2 1500.000000
26900000 -0.822740 -1.383797 0.307668 0.482594  2 1500.000000
27000000 -0.894680 -2.674546 0.307522 0.482362  5 45.000000
27100000 -1.156897 -2.946360 0.307405 0.482221  5 45.000000
27200000 -0.872937 -2.515040 0.307282 0.482093  4 125.000000
27300000 -0.690417 -1.643766 0.307342 0.482159  2 1500.000000
27400000 -1.171172 -5.085473 0.307188 0.481995  7 6.000000
27500000 -0.726293 -1.379779 0.306854 0.481584  2 1500.000000
27600000 -1.006561 -2.819238 0.306738 0.481418  4 125.000000
27700000 -1.224569 -4.390456 0.306150 0.480576  6 15.000000
27800000 -0.613664 -0.529358 0.306048 0.480505  1 6000.000000
27900000 -0.619742 -1.618967 0.306025 0.480635  3 500.000000
28000000 -1.080196 -3.142982 0.305912 0.480527  5 45.000000
28100000 -1.087035 -3.223828 0.305813 0.480444  5 45.000000
28200000 -0.708457 -1.626430 0.305806 0.480421  2 1500.000000
28300000 -0.902711 -0.632228 0.305726 0.480318  1 6000.000000
28400000 -1.014141 -3.086558 0.305691 0.480274  4 125.000000
28500000 -0.667910 -1.517297 0.305657 0.480277  3 500.000000
28600000 -0.832962 -3.821732 0.305604 0.480234  5 45.000000
28700000 -1.035907 -2.942366 0.305595 0.480294  4 125.000000
28800000 -0.557053 -1.054132 0.305604 0.480376  2 1500.000000
28900000 -0.965133 -2.355840 0.305552 0.480209  4 125.000000
29000000 -0.907161 -1.834812 0.305481 0.480062  3 500.000000
29100000 -0.890928 -2.138183 0.305419 0.479959  3 500.000000
29200000 -0.972606 -2.059779 0.305438 0.479904  3 500.000000
29300000 -0.863313 -2.400361 0.305436 0.479954  4 125.000000
29400000 -0.763639 -2.477133 0.305363 0.479796  4 125.000000
29500000 -0.676957 -2.900685 0.305289 0.479645  4 125.000000
29600000 -0.805115 -1.305012 0.305186 0.479488  2 1500.000000
29700000 -0.746178 -0.296341 0.305176 0.479551  1 6000.000000
29800000 -1.084312 -2.828109 0.305060 0.479387  5 45.000000
29900000 -0.762492 -1.504747 0.305047 0.479295  3 500.000000
30000000 -0.814975 -1.704414 0.305017 0.479291  3 500.000000
30100000 -0.634353 -0.415758 0.305018 0.479285  1 6000.000000
30200000 -0.861674 -2.887571 0.305092 0.479499  4 125.000000
30300000 -0.890476 -3.124822 0.305132 0.479610  5 45.000000
30400000 -0.846650 -2.834315 0.305065 0.479500  4 125.000000
30500000 -0.828875 -2.444892 0.304938 0.479245  4 125.000000
30600000 -1.214909 -4.469244 0.304713 0.478863  8 2.000000
30700000 -0.819442 -0.627349 0.304381 0.478350  1 6000.000000
30800000 -0.870611 -3.228392 0.304406 0.478432  5 45.000000
30900000 -0.871460 -1.420783 0.304376 0.478431  3 500.000000
31000000 -0.832532 -1.112199 0.304255 0.478236  2 1500.000000
31100000 -0.945447 -2.552925 0.304219 0.478219  5 45.000000
31200000 -0.410021 -0.440154 0.304220 0.478276  1 6000.000000
31300000 -0.871647 -2.304930 0.304275 0.478470  3 500.000000
31400000 -1.078630 -2.036149 0.304175 0.478306  4 125.000000
31500000 -0.889429 -1.631830 0.304074 0.478119  3 500.000000
31600000 -0.881410 -1.836945 0.304009 0.478009  3 500.000000
31700000 -1.366886 -6.902301 0.303502 0.477310 10 1.000000
31800000 -1.082472 -4.512078 0.303202 0.476915  7 6.000000
31900000 -1.372487 -5.155884 0.302747 0.476232  8 2.000000
32000000 -1.052494 -2.755270 0.302223 0.475534  4 125.000000
32100000 -0.887736 -3.108302 0.302230 0.475548  4 125.000000
32200000 -0.889618 -1.531212 0.302175 0.475509  2 1500.000000
32300000 -0.758905 -1.940859 0.302106 0.475426  3 500.000000
32400000 -0.558595 -1.605417 0.302040 0.475418  3 500.000000
32500000 -0.886609 -2.444826 0.302117 0.475537  4 125.000000
32600000 -0.913043 -1.164351 0.302062 0.475436  2 1500.000000
32700000 -0.939573 -2.598679 0.302015 0.475351  4 125.000000
32800000 -0.691476 -0.880394 0.301959 0.475223  1 6000.000000
32900000 -0.795845 -1.444954 0.302035 0.475391  3 500.000000
33000000 -0.561300 -2.913164 0.302036 0.475359  4 125.000000
33100000 -0.832628 -1.448234 0.302031 0.475355  2 1500.000000
33200000 -0.662984 -1.748250 0.301990 0.475265  3 500.000000
33300000 -0.774394 0.000000 0.302009 0.475259  0 1.000000
33400000 -0.576075 0.000000 0.302325 0.475619  0 1.000000
33500000 -0.577474 0.000000 0.302650 0.476169  0 1.000000
33600000 -0.713888 0.000000 0.302967 0.476603  0 1.000000
33700000 -0.440085 0.000000 0.303278 0.477014  0 1.000000
33800000 -0.693882 0.000000 0.303591 0.477436  0 1.000000
33900000 -0.588409 0.000000 0.303913 0.477857  0 1.000000
34000000 -0.451524 0.000000 0.304220 0.478255  0 1.000000
34100000 -0.727293 0.000000 0.304530 0.478598  0 1.000000
34200000 -0.472370 0.000000 0.304835 0.479026  0 1.000000
34300000 -0.426960 0.000000 0.305128 0.479456  0 1.000000
34400000 -0.648858 0.000000 0.305436 0.479884  0 1.000000
34500000 -0.618420 0.000000 0.305731 0.480268  0 1.000000
34600000 -0.424445 0.000000 0.306037 0.480682  0 1.000000
34700000 -0.660650 0.000000 0.306347 0.481136  0 1.000000
34800000 -0.668020 0.000000 0.306647 0.481518  0 1.000000
34900000 -0.480290 0.000000 0.306951 0.481935  0 1.000000
35000000 -0.529886 0.000000 0.307241 0.482341  0 1.000000
35100000 -0.569158 0.000000 0.307518 0.482665  0 1.000000
35200000 -0.783339 0.000000 0.307808 0.483037  0 1.000000
35300000 -0.542760 0.000000 0.308105 0.483428  0 1.000000
35400000 -0.647495 0.000000 0.308396 0.483845  0 1.000000
35500000 -0.925684 0.000000 0.308684 0.484249  0 1.000000
35600000 -0.707471 0.000000 0.308969 0.484613  0 1.000000
35700000 -0.437082 0.000000 0.309265 0.485061  0 1.000000
35800000 -0.559415 0.000000 0.309551 0.485505  0 1.000000
35900000 -0.622440 0.000000 0.309846 0.485982  0 1.000000
36000000 -0.650254 0.000000 0.310101 0.486309  0 1.000000
36100000 -0.530581 0.000000 0.310381 0.486608  0 1.000000
36200000 -0.883994 0.000000 0.310665 0.487068  0 1.000000
36300000 -0.807517 -0.496871 0.310931 0.487364  0 1.000000
36400000 -0.362139 0.000000 0.311207 0.487741  0 1.000000
36500000 -0.429156 0.000000 0.311474 0.488072  0 1.000000
36600000 -0.749811 0.000000 0.311755 0.488511  0 1.000000
36700000 -0.470157 0.000000 0.312024 0.488949  0 1.000000
36800000 -0.657651 0.000000 0.312293 0.489328  0 1.000000
36900000 -0.656255 0.000000 0.312557 0.489747  0 1.000000
37000000 -0.745521 -0.818836 0.312810 0.490133  0 1.000000
37100000 -0.548542 0.000000 0.313078 0.490523  0 1.000000
37200000 -0.657123 0.000000 0.313335 0.490857  0 1.000000
37300000 -0.607250 0.000000 0.313600 0.491240  0 1.000000
37400000 -0.633332 0.000000 0.313857 0.491531  0 1.000000
37500000 -0.716787 0.000000 0.314104 0.491904  0 1.000000
37600000 -0.442411 0.000000 0.314364 0.492219  0 1.000000
37700000 -0.908321 -1.536495 0.314412 0.492323  3 500.000000
37800000 -1.300967 -6.145543 0.314258 0.492083 10 1.000000
37900000 -1.048493 -3.263632 0.313907 0.491537  5 45.000000
38000000 -0.886287 -2.194719 0.313869 0.491468  4 125.000000
38100000 -0.800453 -0.787663 0.313733 0.491342  1 6000.000000
38200000 -0.884465 -1.283105 0.313664 0.491279  3 500.000000
38300000 -1.006893 -0.743768 0.313576 0.491177  2 1500.000000
38400000 -1.028520 -3.398338 0.313638 0.491316  5 45.000000
38500000 -0.813081 -0.726722 0.313575 0.491162  1 6000.000000
38600000 -0.945361 -2.354640 0.313589 0.491213  3 500.000000
38700000 -0.886372 -2.057565 0.313562 0.491233  3 500.000000
38800000 -0.961620 -3.021700 0.313516 0.491191  4 125.000000
38900000 -0.954610 -3.872719 0.313427 0.491031  5 45.000000
39000000 -0.879959 -2.492554 0.313367 0.490932  4 125.000000
39100000 -1.267293 -5.331758 0.313037 0.490451  8 2.000000
39200000 -1.327706 -5.569194 0.312595 0.489868  9 1.000000
39300000 -0.900168 -2.747187 0.312183 0.489289  4 125.000000
39400000 -0.546265 -0.640752 0.312208 0.489422  1 6000.000000
39500000 -0.955595 -2.779385 0.312205 0.489507  4 125.000000
39600000 -0.791550 -1.417259 0.312242 0.489554  2 1500.000000
39700000 -0.690408 -1.354133 0.312211 0.489529  2 1500.000000
39800000 -0.921293 -2.252814 0.312151 0.489531  4 125.000000
39900000 -0.640737 -0.326396 0.312052 0.489408  1 6000.000000
40000000 -0.739138 -1.881838 0.311965 0.489221  3 500.000000
40100000 -0.854873 -2.018775 0.311930 0.489228  4 125.000000
40200000 -0.968671 -3.276255 0.311853 0.489081  5 45.000000
40300000 -0.694060 -0.839128 0.311800 0.489060  1 6000.000000
40400000 -0.484180 -0.745592 0.311761 0.489027  1 6000.000000
40500000 -0.559334 -1.456644 0.311741 0.489014  1 6000.000000
40600000 -0.614161 -0.724200 0.311684 0.488893  1 6000.000000
40700000 -0.838123 -1.388869 0.311614 0.488752  3 500.000000
40800000 -0.820904 -2.102610 0.311554 0.488666  3 500.000000
40900000 -1.182204 -2.867275 0.311304 0.488277  4 125.000000
41000000 -0.817982 -2.046763 0.311228 0.488102  3 500.000000
41100000 -0.926759 -2.302260 0.311199 0.488032  4 125.000000
41200000 -1.247686 -3.247892 0.311014 0.487762  5 45.000000
41300000 -1.251058 -4.987931 0.310516 0.487107  9 1.000000
41400000 -0.940954 -3.504088 0.310196 0.486692  5 45.000000
41500000 -0.932894 -2.459067 0.310118 0.486624  3 500.000000
41600000 -0.813662 -1.580412 0.310055 0.486484  3 500.000000
41700000 -1.151734 -4.262419 0.309988 0.486407  6 15.000000
41800000 -0.866381 -1.731732 0.309831 0.486198  3 500.000000
41900000 -0.995792 -2.946351 0.309779 0.486195  4 125.000000
42000000 -0.916790 -2.297517 0.309686 0.486124  4 125.000000
42100000 -0.975106 -0.802372 0.309604 0.485978  1 6000.000000
42200000 -0.878208 -2.837862 0.309606 0.485981  4 125.000000
42300000 -0.938716 -1.763051 0.309556 0.485906  2 1500.000000
